HYPERPARAMETERS OF EACH ITERATION:
|   iter    |  target   | baggin... | baggin... | featur... | lambda_l1 | lambda_l2 | min_ch... | num_le... |
|  243      |  0.9936   |  0.4836   |  6.741    |  0.6222   |  0.8649   |  5.802    |  28.83    |  83.14    |
|  244      |  0.9937   |  0.7222   |  6.901    |  0.579    |  0.1213   |  7.848    |  28.55    |  83.92    |
|  245      |  0.9937   |  0.8497   |  5.424    |  0.7455   |  0.6878   |  3.56     |  27.99    |  110.2    |
|  246      |  0.9942   |  0.952    |  3.727    |  0.9394   |  2.322    |  0.8376   |  29.19    |  42.24    |
|  247      |  0.9942   |  0.8871   |  2.201    |  0.9574   |  0.2785   |  4.39     |  24.08    |  166.9    |
|  248      |  0.9937   |  0.9975   |  5.671    |  0.688    |  3.741    |  0.4954   |  28.89    |  110.1    |
|  249      |  0.9941   |  0.7058   |  5.034    |  0.8119   |  1.15     |  4.146    |  29.54    |  85.4     |
|  250      |  0.9937   |  0.8711   |  6.084    |  0.6624   |  0.841    |  4.423    |  30.01    |  84.3     |
|  251      |  0.9911   |  0.6548   |  3.771    |  0.4767   |  3.009    |  1.425    |  35.03    |  41.52    |
|  252      |  0.9937   |  0.5599   |  3.214    |  0.6718   |  0.7374   |  1.291    |  28.21    |  42.74    |
|  253      |  0.9941   |  0.9572   |  4.905    |  0.9701   |  1.855    |  6.733    |  29.99    |  83.24    |
|  254      |  0.9936   |  0.5019   |  4.609    |  0.676    |  2.138    |  3.882    |  30.77    |  85.94    |
|  255      |  0.991    |  0.8036   |  3.18     |  0.4645   |  1.444    |  5.112    |  28.18    |  85.31    |
|  256      |  0.9936   |  0.5131   |  6.213    |  0.5963   |  2.314    |  1.372    |  33.5     |  43.84    |
|  257      |  0.9941   |  0.8578   |  6.116    |  0.9567   |  1.919    |  2.178    |  29.43    |  111.1    |
|  258      |  0.9939   |  0.9176   |  3.583    |  0.923    |  1.26     |  3.678    |  10.56    |  9.415    |
|  259      |  0.9941   |  0.7354   |  6.174    |  0.8358   |  1.654    |  5.63     |  30.93    |  86.6     |
|  260      |  0.9933   |  0.4523   |  2.597    |  0.6225   |  8.183    |  7.445    |  37.26    |  119.2    |
|  261      |  0.9936   |  0.8513   |  5.069    |  0.5592   |  2.521    |  8.32     |  28.93    |  83.25    |
|  262      |  0.9941   |  0.6824   |  4.191    |  0.9462   |  2.158    |  4.955    |  30.24    |  87.51    |
|  263      |  0.9936   |  0.7524   |  5.516    |  0.6779   |  3.753    |  6.591    |  29.25    |  85.6     |
|  264      |  0.9937   |  0.8903   |  4.462    |  0.733    |  0.9578   |  3.154    |  24.85    |  165.1    |
|  265      |  0.9942   |  0.8245   |  4.822    |  0.9747   |  1.105    |  1.811    |  28.7     |  111.2    |
|  266      |  0.9937   |  0.8027   |  3.483    |  0.5084   |  1.612    |  0.5312   |  28.56    |  111.1    |
|  267      |  0.9936   |  0.7771   |  5.127    |  0.6982   |  1.125    |  3.685    |  59.4     |  172.1    |
|  268      |  0.9937   |  0.6236   |  3.963    |  0.569    |  2.76     |  0.2834   |  29.98    |  110.8    |
|  269      |  0.991    |  0.8861   |  5.295    |  0.4336   |  0.9104   |  1.689    |  28.17    |  110.2    |
|  270      |  0.9941   |  0.6381   |  5.831    |  0.8735   |  2.755    |  0.4049   |  28.64    |  43.15    |
|  271      |  0.9937   |  0.6504   |  5.98     |  0.6672   |  2.05     |  0.1493   |  28.5     |  44.36    |
|  272      |  0.994    |  0.4692   |  6.086    |  0.7677   |  4.141    |  3.013    |  26.07    |  110.9    |
|  273      |  0.991    |  0.8583   |  6.621    |  0.4718   |  0.7037   |  5.129    |  28.96    |  85.42    |
|  274      |  0.9936   |  0.7623   |  5.564    |  0.7234   |  4.462    |  1.77     |  27.3     |  110.3    |
|  275      |  0.994    |  0.5022   |  4.211    |  0.843    |  3.573    |  1.015    |  27.51    |  42.64    |
|  276      |  0.9938   |  0.435    |  3.462    |  0.9787   |  2.439    |  3.382    |  11.92    |  10.21    |
|  277      |  0.9941   |  0.7941   |  2.608    |  0.9084   |  3.009    |  1.99     |  82.99    |  94.02    |
|  278      |  0.9937   |  0.8287   |  5.025    |  0.6794   |  1.344    |  6.096    |  28.78    |  82.02    |
|  279      |  0.9936   |  0.4      |  4.754    |  0.5326   |  1.983    |  0.6573   |  29.6     |  111.7    |
|  280      |  0.9911   |  0.9377   |  2.107    |  0.4099   |  2.376    |  1.056    |  81.59    |  95.11    |
|  281      |  0.9937   |  0.5709   |  3.423    |  0.6343   |  1.366    |  0.7952   |  32.96    |  43.65    |
|  282      |  0.9936   |  0.9142   |  5.374    |  0.5044   |  2.708    |  5.785    |  27.33    |  85.26    |
|  283      |  0.9937   |  0.8695   |  5.222    |  0.6808   |  3.066    |  1.34     |  29.49    |  110.0    |
|  284      |  0.9939   |  0.6162   |  5.215    |  0.8833   |  2.808    |  5.18     |  13.39    |  10.62    |
|  285      |  0.994    |  0.7706   |  6.872    |  0.9735   |  5.361    |  3.83     |  27.3     |  49.01    |
|  286      |  0.9936   |  0.9149   |  1.161    |  0.647    |  2.465    |  1.817    |  82.51    |  92.68    |
|  287      |  0.9906   |  0.7824   |  5.102    |  0.4955   |  5.944    |  8.972    |  21.2     |  227.5    |
|  288      |  0.9906   |  0.5686   |  3.908    |  0.4458   |  1.496    |  4.031    |  12.74    |  10.16    |
|  289      |  0.9937   |  0.8249   |  5.167    |  0.5593   |  2.345    |  1.86     |  30.77    |  42.81    |
|  290      |  0.9936   |  0.8154   |  2.309    |  0.6196   |  7.312    |  0.4479   |  40.8     |  161.0    |
|  291      |  0.9941   |  0.8867   |  4.583    |  0.987    |  2.176    |  1.957    |  29.64    |  111.2    |
|  292      |  0.9936   |  0.4349   |  3.778    |  0.7385   |  3.95     |  0.321    |  29.23    |  46.75    |
|  293      |  0.9908   |  0.6176   |  5.391    |  0.4385   |  5.352    |  1.852    |  24.89    |  47.33    |
|  294      |  0.9942   |  0.9668   |  3.233    |  0.9505   |  0.7396   |  0.1092   |  81.73    |  92.88    |
|  295      |  0.9941   |  0.5708   |  4.104    |  0.9619   |  0.3241   |  4.792    |  29.93    |  86.11    |
|  296      |  0.9941   |  0.969    |  4.035    |  0.953    |  0.6924   |  7.042    |  29.49    |  83.73    |
|  297      |  0.9941   |  0.8001   |  4.154    |  0.9955   |  0.6789   |  7.813    |  29.32    |  81.75    |
|  298      |  0.9941   |  0.8541   |  4.563    |  0.9172   |  0.5761   |  4.838    |  30.42    |  87.82    |
|  299      |  0.9941   |  0.6502   |  5.786    |  0.8304   |  1.562    |  6.988    |  27.63    |  84.97    |
|  300      |  0.9941   |  0.7579   |  4.15     |  0.8707   |  5.529    |  1.138    |  28.5     |  42.4     |
|  301      |  0.994    |  0.5917   |  2.638    |  0.8403   |  5.628    |  0.4611   |  26.95    |  42.14    |
|  302      |  0.9937   |  0.7019   |  6.868    |  0.6119   |  2.835    |  0.4449   |  29.83    |  111.4    |
|  303      |  0.9941   |  0.9526   |  3.783    |  0.8164   |  3.02     |  6.117    |  29.62    |  83.15    |
|  304      |  0.991    |  0.9957   |  3.548    |  0.4069   |  1.645    |  6.36     |  30.36    |  84.29    |
|  305      |  0.9905   |  0.4981   |  2.315    |  0.4206   |  1.861    |  5.782    |  51.53    |  204.6    |
|  306      |  0.994    |  0.5826   |  1.938    |  0.7712   |  6.26     |  0.1424   |  29.61    |  47.28    |
|  307      |  0.9941   |  0.7025   |  5.296    |  0.9913   |  2.846    |  2.097    |  28.73    |  108.4    |
|  308      |  0.9935   |  0.7626   |  2.596    |  0.5029   |  8.296    |  7.546    |  50.51    |  33.79    |
|  309      |  0.991    |  0.99     |  3.683    |  0.4914   |  0.2481   |  4.35     |  29.14    |  87.63    |
|  310      |  0.9935   |  0.501    |  6.871    |  0.6469   |  7.016    |  3.696    |  16.23    |  163.5    |
|  311      |  0.9911   |  0.9355   |  1.525    |  0.4899   |  2.11     |  1.452    |  72.1     |  244.5    |
|  312      |  0.9941   |  0.8067   |  5.016    |  0.9278   |  3.124    |  6.422    |  29.86    |  86.77    |
|  313      |  0.994    |  0.7804   |  2.318    |  0.8204   |  5.994    |  1.957    |  27.53    |  42.16    |
|  314      |  0.9935   |  0.6581   |  4.511    |  0.6491   |  8.845    |  8.593    |  33.09    |  100.1    |
|  315      |  0.9941   |  0.4093   |  4.678    |  0.8045   |  0.7636   |  0.3894   |  28.21    |  43.39    |
|  316      |  0.9936   |  0.9879   |  3.536    |  0.5265   |  6.111    |  1.958    |  26.56    |  43.88    |
|  317      |  0.9939   |  0.5147   |  3.753    |  0.9013   |  7.279    |  1.151    |  27.94    |  45.85    |
|  318      |  0.9941   |  0.4814   |  1.784    |  0.8652   |  0.8945   |  5.453    |  25.52    |  166.3    |
|  319      |  0.9936   |  0.4425   |  3.35     |  0.6221   |  0.6308   |  4.142    |  26.85    |  165.6    |
|  320      |  0.994    |  0.5222   |  2.561    |  0.9595   |  3.406    |  1.181    |  83.24    |  92.84    |
|  321      |  0.9941   |  0.7377   |  6.18     |  0.9348   |  2.208    |  3.603    |  28.97    |  110.7    |
|  322      |  0.9936   |  0.839    |  6.378    |  0.7177   |  1.428    |  5.986    |  29.82    |  83.44    |
|  323      |  0.9941   |  0.43     |  5.475    |  0.7592   |  0.19     |  6.185    |  30.49    |  82.74    |
|  324      |  0.9913   |  0.788    |  2.303    |  0.4581   |  0.4832   |  0.09899  |  8.797    |  11.81    |
|  325      |  0.9941   |  0.5844   |  1.594    |  0.7523   |  2.643    |  0.2922   |  95.07    |  246.1    |
|  326      |  0.9937   |  0.4725   |  4.31     |  0.5286   |  0.2525   |  0.9422   |  28.39    |  42.73    |
|  327      |  0.9935   |  0.6932   |  2.682    |  0.624    |  6.07     |  9.616    |  49.42    |  33.65    |
|  328      |  0.9941   |  0.9769   |  2.822    |  0.9284   |  4.529    |  0.9849   |  28.11    |  42.28    |
|  329      |  0.9911   |  0.9772   |  3.887    |  0.48     |  4.576    |  1.33     |  28.23    |  42.35    |
|  330      |  0.9941   |  0.9977   |  6.327    |  0.9805   |  2.755    |  0.8692   |  27.09    |  109.8    |
|  331      |  0.9937   |  0.6017   |  6.363    |  0.5481   |  1.763    |  1.06     |  29.17    |  43.07    |
|  332      |  0.9936   |  0.8821   |  4.116    |  0.6068   |  2.021    |  7.511    |  28.1     |  83.65    |
|  333      |  0.9936   |  0.7016   |  3.715    |  0.633    |  1.076    |  4.465    |  81.91    |  193.2    |
|  334      |  0.9942   |  0.9677   |  3.433    |  0.8394   |  0.2914   |  5.407    |  31.42    |  86.61    |
|  335      |  0.9935   |  0.4161   |  3.332    |  0.6151   |  3.95     |  1.044    |  29.1     |  47.82    |
|  336      |  0.994    |  0.6635   |  4.238    |  0.9935   |  6.712    |  5.647    |  14.81    |  95.36    |
|  337      |  0.9936   |  0.5515   |  1.413    |  0.6943   |  1.299    |  7.769    |  50.97    |  161.0    |
|  338      |  0.9935   |  0.8012   |  1.479    |  0.509    |  8.314    |  5.744    |  69.3     |  98.16    |
|  339      |  0.9939   |  0.4052   |  1.051    |  0.7851   |  6.554    |  0.03652  |  44.01    |  69.22    |
|  340      |  0.9936   |  0.6324   |  5.456    |  0.5432   |  3.358    |  5.546    |  77.22    |  149.9    |
|  341      |  0.9906   |  0.8432   |  2.412    |  0.4352   |  7.855    |  7.087    |  56.92    |  226.9    |
|  342      |  0.991    |  0.8598   |  5.773    |  0.4759   |  3.588    |  5.855    |  30.83    |  86.75    |
|  343      |  0.994    |  0.9374   |  4.605    |  0.8431   |  7.939    |  6.749    |  35.88    |  197.3    |
|  344      |  0.9936   |  0.9719   |  4.009    |  0.6739   |  6.133    |  1.709    |  78.89    |  187.1    |
|  345      |  0.994    |  0.629    |  2.719    |  0.7994   |  4.99     |  6.253    |  85.77    |  238.1    |
|  346      |  0.9936   |  0.5117   |  3.657    |  0.6131   |  4.482    |  0.01649  |  44.08    |  35.34    |
|  347      |  0.9935   |  0.5285   |  1.374    |  0.993    |  0.9676   |  8.602    |  92.3     |  8.305    |
|  348      |  0.9908   |  0.8321   |  3.576    |  0.469    |  5.049    |  5.62     |  39.56    |  195.4    |
|  349      |  0.9938   |  0.5082   |  1.805    |  0.9355   |  0.5782   |  8.729    |  25.18    |  10.18    |
|  350      |  0.9936   |  0.6124   |  4.622    |  0.5829   |  1.264    |  7.832    |  29.17    |  83.8     |
|  351      |  0.991    |  0.7511   |  2.299    |  0.4878   |  2.772    |  2.297    |  83.37    |  93.47    |
|  352      |  0.994    |  0.634    |  6.388    |  0.843    |  4.982    |  3.445    |  26.69    |  49.9     |
|  353      |  0.9938   |  0.499    |  6.215    |  0.829    |  9.018    |  0.4429   |  87.99    |  129.7    |
|  354      |  0.9933   |  0.4611   |  2.598    |  0.6011   |  8.782    |  8.704    |  64.69    |  73.88    |
|  355      |  0.9936   |  0.9197   |  6.0      |  0.7114   |  4.405    |  4.603    |  25.61    |  48.67    |
|  356      |  0.994    |  0.8572   |  2.63     |  0.7569   |  5.323    |  8.259    |  95.38    |  217.4    |
|  357      |  0.9939   |  0.5922   |  5.655    |  0.9755   |  7.679    |  6.476    |  94.03    |  74.98    |
|  358      |  0.994    |  0.7264   |  4.063    |  0.7865   |  7.527    |  4.033    |  39.04    |  132.7    |
|  359      |  0.994    |  0.4638   |  4.791    |  0.8999   |  2.137    |  7.227    |  29.75    |  83.74    |
|  360      |  0.9941   |  0.4251   |  6.821    |  0.9056   |  0.3065   |  2.381    |  74.22    |  167.7    |
|  361      |  0.9911   |  0.5118   |  5.422    |  0.4343   |  2.194    |  1.431    |  29.63    |  112.4    |
|  362      |  0.9941   |  0.8856   |  4.529    |  0.8763   |  2.21     |  2.794    |  48.08    |  163.1    |
|  363      |  0.994    |  0.6424   |  4.656    |  0.8648   |  3.473    |  8.575    |  77.35    |  22.23    |
|  364      |  0.994    |  0.9298   |  1.427    |  0.9443   |  5.977    |  0.7039   |  75.62    |  91.93    |
|  365      |  0.994    |  0.9663   |  1.784    |  0.9359   |  2.053    |  9.603    |  99.02    |  13.86    |
|  366      |  0.9934   |  0.5213   |  3.065    |  0.5316   |  9.25     |  9.252    |  19.17    |  140.4    |
|  367      |  0.9909   |  0.8036   |  3.123    |  0.4037   |  2.063    |  9.153    |  87.16    |  202.6    |
|  368      |  0.9939   |  0.536    |  6.659    |  0.9804   |  7.074    |  3.743    |  29.43    |  178.3    |
|  369      |  0.9936   |  0.7306   |  2.957    |  0.6234   |  1.222    |  9.209    |  97.68    |  161.2    |
|  370      |  0.9941   |  0.7962   |  1.479    |  0.8579   |  0.9855   |  5.301    |  26.55    |  166.5    |
|  371      |  0.9934   |  0.5094   |  1.784    |  0.6654   |  8.006    |  6.742    |  12.82    |  203.9    |
|  372      |  0.9936   |  0.5831   |  3.094    |  0.647    |  3.251    |  0.9701   |  33.48    |  43.28    |
|  373      |  0.9908   |  0.4898   |  4.307    |  0.4317   |  0.6205   |  4.803    |  24.98    |  166.4    |
|  374      |  0.9935   |  0.6294   |  5.448    |  0.529    |  6.636    |  5.108    |  14.39    |  95.04    |
|  375      |  0.9902   |  0.8029   |  6.547    |  0.4306   |  6.058    |  8.195    |  81.3     |  61.49    |
|  376      |  0.9936   |  0.9466   |  2.263    |  0.5843   |  7.159    |  3.96     |  32.52    |  196.0    |
|  377      |  0.9936   |  0.6062   |  1.108    |  0.7223   |  3.394    |  3.057    |  85.02    |  207.2    |
|  378      |  0.994    |  0.7867   |  3.067    |  0.8227   |  6.046    |  4.761    |  59.27    |  123.9    |
|  379      |  0.9935   |  0.9148   |  3.199    |  0.6868   |  8.348    |  2.448    |  55.94    |  19.34    |
|  380      |  0.9939   |  0.5595   |  5.444    |  0.8858   |  6.234    |  8.118    |  72.67    |  216.5    |
|  381      |  0.9908   |  0.772    |  1.533    |  0.4959   |  4.66     |  5.991    |  66.93    |  34.5     |
|  382      |  0.9936   |  0.7806   |  2.197    |  0.5733   |  7.654    |  0.1962   |  20.26    |  87.2     |
|  383      |  0.9941   |  0.9598   |  4.993    |  0.8185   |  2.932    |  6.433    |  29.17    |  87.65    |
|  384      |  0.9941   |  0.8708   |  1.778    |  0.7569   |  3.168    |  9.527    |  43.65    |  236.2    |
|  385      |  0.9935   |  0.6892   |  3.146    |  0.5731   |  7.642    |  9.183    |  25.73    |  71.03    |
|  386      |  0.9935   |  0.5295   |  5.198    |  0.5258   |  6.016    |  6.67     |  21.01    |  36.19    |
|  387      |  0.9938   |  0.4269   |  4.879    |  0.8078   |  6.878    |  4.076    |  88.25    |  167.7    |
|  388      |  0.9935   |  0.4308   |  6.066    |  0.6274   |  2.606    |  8.91     |  32.08    |  46.01    |
|  389      |  0.9941   |  0.8854   |  5.866    |  0.8584   |  4.046    |  8.196    |  53.12    |  66.55    |
|  390      |  0.9941   |  0.934    |  5.619    |  0.9214   |  2.04     |  2.573    |  29.21    |  109.1    |
|  391      |  0.991    |  0.5939   |  6.363    |  0.4828   |  2.095    |  3.91     |  81.8     |  221.0    |
|  392      |  0.9939   |  0.6863   |  4.742    |  0.875    |  6.015    |  9.023    |  25.02    |  245.1    |
|  393      |  0.9939   |  0.4374   |  4.515    |  0.9052   |  3.467    |  4.221    |  13.27    |  11.06    |
|  394      |  0.9938   |  0.4043   |  5.448    |  0.9861   |  7.086    |  4.752    |  75.04    |  202.3    |
|  395      |  0.9903   |  0.4786   |  6.098    |  0.4677   |  4.749    |  4.819    |  98.51    |  222.6    |
|  396      |  0.994    |  0.8844   |  6.851    |  0.8494   |  2.96     |  6.253    |  91.36    |  66.27    |
|  397      |  0.9936   |  0.7508   |  3.755    |  0.5122   |  0.03301  |  9.789    |  84.66    |  55.39    |
|  398      |  0.9941   |  0.7997   |  3.764    |  0.8936   |  2.703    |  0.6434   |  34.33    |  44.5     |
|  399      |  0.9937   |  0.6384   |  6.565    |  0.587    |  0.5378   |  1.021    |  28.17    |  43.26    |
|  400      |  0.9941   |  0.8927   |  6.392    |  0.8445   |  1.604    |  8.27     |  27.72    |  84.87    |
|  401      |  0.9936   |  0.9621   |  1.622    |  0.6342   |  4.877    |  5.336    |  53.09    |  32.7     |
|  402      |  0.9906   |  0.734    |  2.606    |  0.4749   |  7.274    |  3.334    |  24.9     |  35.97    |
|  403      |  0.994    |  0.5072   |  3.004    |  0.8793   |  0.5495   |  9.05     |  62.5     |  177.5    |
|  404      |  0.994    |  0.7598   |  6.702    |  0.9465   |  5.672    |  2.528    |  89.4     |  194.4    |
|  405      |  0.9941   |  0.9642   |  3.023    |  0.9675   |  5.835    |  4.401    |  18.72    |  19.05    |
|  406      |  0.9935   |  0.9253   |  1.397    |  0.6429   |  7.769    |  8.298    |  83.79    |  252.6    |
|  407      |  0.9939   |  0.579    |  2.271    |  0.7626   |  7.143    |  7.257    |  38.64    |  119.1    |
|  408      |  0.994    |  0.9996   |  4.246    |  0.9662   |  6.522    |  1.843    |  91.46    |  54.25    |
|  409      |  0.9941   |  0.4456   |  4.666    |  0.8111   |  0.2689   |  1.316    |  29.69    |  111.2    |
|  410      |  0.9936   |  0.7547   |  3.541    |  0.6261   |  5.897    |  1.425    |  15.72    |  194.8    |
|  411      |  0.9901   |  0.6989   |  4.791    |  0.4017   |  8.018    |  5.336    |  23.95    |  62.69    |
|  412      |  0.9901   |  0.5386   |  4.667    |  0.4803   |  8.308    |  1.163    |  22.31    |  135.3    |
|  413      |  0.9936   |  0.6195   |  5.515    |  0.7179   |  4.372    |  3.522    |  27.57    |  48.65    |
|  414      |  0.9941   |  0.4774   |  3.439    |  0.9964   |  0.1569   |  7.502    |  28.25    |  82.98    |
|  415      |  0.9941   |  0.6911   |  5.341    |  0.9703   |  2.896    |  7.27     |  26.71    |  85.47    |
|  416      |  0.9903   |  0.9182   |  5.545    |  0.4159   |  9.872    |  8.683    |  22.07    |  228.0    |
|  417      |  0.9935   |  0.5414   |  2.421    |  0.7412   |  6.211    |  2.01     |  92.29    |  145.2    |
|  418      |  0.991    |  0.5251   |  4.66     |  0.4275   |  3.418    |  1.404    |  18.63    |  203.6    |
|  419      |  0.9941   |  0.5255   |  4.07     |  0.7765   |  0.9428   |  4.499    |  32.42    |  87.14    |
|  420      |  0.9941   |  0.7199   |  1.12     |  0.9936   |  0.749    |  6.629    |  26.58    |  165.5    |
|  421      |  0.9936   |  0.5473   |  3.861    |  0.5605   |  1.415    |  6.36     |  31.42    |  86.63    |
|  422      |  0.9935   |  0.5514   |  1.692    |  0.556    |  6.699    |  5.872    |  9.381    |  108.9    |
|  423      |  0.9941   |  0.989    |  6.771    |  0.9727   |  1.823    |  6.847    |  31.05    |  85.52    |
|  424      |  0.9941   |  0.7378   |  5.998    |  0.7542   |  1.265    |  6.815    |  31.1     |  83.35    |
|  425      |  0.9941   |  0.9614   |  3.91     |  0.9245   |  6.809    |  1.784    |  27.64    |  42.93    |
|  426      |  0.9942   |  0.9853   |  4.486    |  0.9675   |  0.3368   |  0.5105   |  82.14    |  93.86    |
|  427      |  0.991    |  0.8368   |  3.093    |  0.4947   |  1.125    |  0.04527  |  29.08    |  44.56    |
|  428      |  0.9936   |  0.5089   |  5.064    |  0.6477   |  1.695    |  4.836    |  30.43    |  84.49    |
|  429      |  0.9935   |  0.4122   |  5.243    |  0.6803   |  1.763    |  6.397    |  30.19    |  86.66    |
|  430      |  0.9941   |  0.864    |  4.922    |  0.7852   |  2.882    |  1.884    |  28.19    |  109.7    |
|  431      |  0.9936   |  0.4881   |  1.114    |  0.6511   |  2.011    |  4.602    |  26.99    |  165.4    |
|  432      |  0.9936   |  0.7261   |  1.822    |  0.6323   |  4.464    |  0.1225   |  27.91    |  41.67    |
|  433      |  0.9933   |  0.8797   |  4.208    |  0.5692   |  2.895    |  3.943    |  11.45    |  12.3     |
|  434      |  0.9936   |  0.8934   |  4.292    |  0.6243   |  1.968    |  4.966    |  30.25    |  85.24    |
|  435      |  0.9941   |  0.8072   |  4.158    |  0.8031   |  2.938    |  6.313    |  29.75    |  85.52    |
|  436      |  0.994    |  0.4408   |  5.373    |  0.7632   |  3.044    |  6.195    |  28.57    |  87.0     |
|  437      |  0.9937   |  0.4328   |  3.829    |  0.5635   |  0.9951   |  0.2608   |  29.05    |  110.9    |
|  438      |  0.9937   |  0.6543   |  1.616    |  0.5173   |  0.6271   |  5.32     |  25.72    |  164.9    |
|  439      |  0.9936   |  0.4535   |  2.229    |  0.616    |  0.3865   |  4.565    |  25.65    |  167.6    |
|  440      |  0.9942   |  0.7814   |  6.791    |  0.8435   |  1.527    |  0.6458   |  28.34    |  111.6    |
|  441      |  0.9937   |  0.8995   |  2.517    |  0.6095   |  0.5782   |  6.537    |  25.22    |  166.1    |
|  442      |  0.9941   |  0.5904   |  4.212    |  0.8601   |  0.4204   |  5.64     |  29.85    |  82.48    |
|  443      |  0.9936   |  0.4963   |  4.004    |  0.7404   |  2.267    |  0.5612   |  81.21    |  93.45    |
|  444      |  0.9941   |  0.476    |  4.381    |  0.8204   |  0.03714  |  7.86     |  29.46    |  83.22    |
|  445      |  0.994    |  0.6961   |  2.035    |  0.7763   |  6.974    |  0.3362   |  27.25    |  43.67    |
|  446      |  0.991    |  0.7784   |  3.353    |  0.4661   |  0.2961   |  3.769    |  25.33    |  164.6    |
|  447      |  0.9937   |  0.5881   |  5.397    |  0.5864   |  1.423    |  1.181    |  30.39    |  44.1     |
|  448      |  0.9936   |  0.7752   |  6.17     |  0.6452   |  0.7568   |  6.403    |  60.72    |  172.9    |
|  449      |  0.9937   |  0.7781   |  3.653    |  0.5088   |  1.159    |  5.314    |  31.1     |  85.48    |
|  450      |  0.9935   |  0.5383   |  6.058    |  0.7455   |  6.069    |  3.046    |  89.11    |  195.2    |
|  451      |  0.9941   |  0.9153   |  3.222    |  0.9891   |  3.912    |  1.7      |  32.78    |  44.08    |
|  452      |  0.9902   |  0.6758   |  3.587    |  0.4701   |  5.956    |  6.961    |  50.06    |  33.45    |
|  453      |  0.994    |  0.4      |  5.859    |  1.0      |  2.505    |  2.01     |  28.57    |  110.7    |
|  454      |  0.9936   |  0.837    |  4.777    |  0.7185   |  7.808    |  0.7265   |  28.96    |  45.2     |
|  455      |  0.9941   |  0.5665   |  2.605    |  0.9608   |  0.4776   |  5.536    |  32.52    |  87.7     |
|  456      |  0.991    |  0.7378   |  4.26     |  0.4976   |  5.975    |  0.2849   |  29.38    |  42.2     |
|  457      |  0.9941   |  0.6009   |  3.208    |  0.8842   |  0.4307   |  4.191    |  33.15    |  87.76    |
|  458      |  0.9936   |  0.4119   |  3.156    |  0.671    |  1.282    |  1.334    |  29.87    |  110.1    |
|  459      |  0.9941   |  0.4551   |  4.658    |  0.8675   |  0.5767   |  0.3149   |  83.04    |  93.58    |
|  460      |  0.9941   |  0.8535   |  2.004    |  0.9559   |  2.324    |  1.514    |  95.84    |  246.2    |
|  461      |  0.994    |  0.4325   |  2.231    |  0.7924   |  1.825    |  5.364    |  26.26    |  166.1    |
|  462      |  0.994    |  0.4345   |  4.987    |  0.8006   |  2.324    |  1.979    |  28.93    |  43.13    |
|  463      |  0.9936   |  0.4731   |  1.905    |  0.6245   |  1.394    |  0.9229   |  95.66    |  246.7    |
|  464      |  0.991    |  0.8351   |  3.878    |  0.4644   |  1.44     |  4.074    |  32.55    |  88.13    |
|  465      |  0.9941   |  0.7333   |  5.474    |  0.9343   |  2.423    |  2.789    |  28.48    |  110.9    |
|  466      |  0.9936   |  0.7952   |  3.482    |  0.6377   |  7.061    |  2.219    |  28.77    |  42.29    |
|  467      |  0.9941   |  0.9071   |  2.393    |  0.9035   |  5.736    |  5.299    |  7.167    |  107.5    |
|  468      |  0.9936   |  0.6979   |  3.407    |  0.6746   |  4.777    |  0.5339   |  30.41    |  44.7     |
|  469      |  0.9937   |  0.9524   |  3.503    |  0.53     |  0.6775   |  7.362    |  28.31    |  82.99    |
|  470      |  0.9937   |  0.9202   |  5.092    |  0.5909   |  0.1007   |  4.382    |  31.76    |  86.59    |
|  471      |  0.994    |  0.7979   |  6.267    |  0.918    |  2.945    |  6.287    |  91.95    |  65.64    |
|  472      |  0.9941   |  0.9316   |  5.238    |  0.968    |  3.22     |  2.071    |  29.38    |  42.62    |
|  473      |  0.9908   |  0.4907   |  4.917    |  0.4177   |  0.4433   |  4.918    |  31.5     |  87.46    |
|  474      |  0.9935   |  0.4952   |  3.403    |  0.5532   |  3.08     |  7.098    |  28.81    |  85.81    |
|  475      |  0.994    |  0.6208   |  1.712    |  0.8195   |  5.258    |  0.6853   |  45.0     |  58.42    |
|  476      |  0.9941   |  0.9992   |  6.036    |  0.8982   |  4.303    |  2.538    |  6.64     |  104.7    |
|  477      |  0.9941   |  0.505    |  1.083    |  0.8412   |  2.39     |  2.165    |  12.91    |  114.8    |
|  478      |  0.994    |  0.7261   |  2.062    |  0.9449   |  6.768    |  1.082    |  28.92    |  44.52    |
|  479      |  0.9936   |  0.8283   |  2.449    |  0.7169   |  3.594    |  7.552    |  47.03    |  219.0    |
|  480      |  0.9911   |  0.8648   |  5.9      |  0.433    |  0.7981   |  0.5345   |  65.99    |  24.19    |
|  481      |  0.9938   |  0.4421   |  2.71     |  0.9363   |  6.929    |  7.875    |  39.24    |  119.6    |
|  482      |  0.994    |  0.7175   |  5.54     |  0.8229   |  6.285    |  7.438    |  14.49    |  18.74    |
|  483      |  0.994    |  0.884    |  6.006    |  0.9717   |  7.581    |  1.405    |  91.9     |  190.7    |
|  484      |  0.9935   |  0.6197   |  5.55     |  0.6086   |  5.11     |  8.381    |  25.65    |  245.3    |
|  485      |  0.9936   |  0.7969   |  3.161    |  0.5286   |  2.355    |  2.514    |  62.95    |  62.9     |
|  486      |  0.9936   |  0.5687   |  1.651    |  0.5126   |  2.366    |  2.354    |  95.3     |  246.9    |
