HYPERPARAMETERS OF EACH ITERATION:
|   iter    |  target   | baggin... | baggin... | featur... | lambda_l1 | lambda_l2 | min_ch... | num_le... |
|  489      |  0.994    |  0.5304   |  4.692    |  0.7653   |  2.928    |  2.809    |  11.84    |  99.19    |
|  490      |  0.9941   |  0.8774   |  4.011    |  0.8803   |  1.989    |  5.966    |  9.519    |  99.5     |
|  491      |  0.9934   |  0.7328   |  4.22     |  0.5035   |  3.318    |  0.4333   |  26.04    |  46.67    |
|  492      |  0.9941   |  0.7653   |  2.479    |  0.8987   |  1.144    |  2.583    |  9.758    |  15.33    |
|  493      |  0.9941   |  0.8492   |  5.971    |  0.8328   |  0.3487   |  3.376    |  58.85    |  174.1    |
|  494      |  0.9933   |  0.6282   |  3.169    |  0.6663   |  1.718    |  7.991    |  10.95    |  97.67    |
|  495      |  0.989    |  0.7306   |  4.148    |  0.4967   |  2.902    |  2.759    |  31.36    |  48.75    |
|  496      |  0.994    |  0.7538   |  4.673    |  0.9968   |  4.373    |  2.034    |  26.08    |  45.52    |
|  497      |  0.9941   |  0.7308   |  4.341    |  0.8816   |  2.724    |  1.597    |  11.69    |  98.41    |
|  498      |  0.9934   |  0.9908   |  2.578    |  0.6752   |  3.534    |  0.8406   |  26.77    |  47.19    |
|  499      |  0.9941   |  0.4246   |  3.871    |  0.9871   |  1.251    |  0.3961   |  29.66    |  43.56    |
|  500      |  0.9941   |  0.7811   |  3.682    |  0.7546   |  2.176    |  5.392    |  10.78    |  98.65    |
|  501      |  0.9933   |  0.6851   |  5.602    |  0.5733   |  3.145    |  7.076    |  9.531    |  99.09    |
|  502      |  0.994    |  0.4876   |  6.107    |  0.7781   |  3.677    |  0.4055   |  29.79    |  43.66    |
|  503      |  0.9934   |  0.86     |  5.806    |  0.7245   |  1.001    |  7.413    |  27.87    |  171.0    |
|  504      |  0.9941   |  0.8671   |  2.993    |  0.9417   |  2.703    |  7.621    |  8.738    |  100.2    |
|  505      |  0.9933   |  0.4743   |  3.99     |  0.7438   |  2.691    |  1.818    |  26.95    |  47.49    |
|  506      |  0.9941   |  0.9898   |  2.007    |  0.8336   |  2.656    |  3.26     |  25.78    |  47.52    |
|  507      |  0.9891   |  0.8646   |  4.208    |  0.4477   |  0.6636   |  0.8555   |  30.29    |  43.15    |
|  508      |  0.994    |  0.734    |  5.722    |  0.7733   |  4.267    |  7.383    |  33.98    |  173.0    |
|  509      |  0.9932   |  0.592    |  4.041    |  0.7345   |  5.596    |  1.216    |  41.29    |  160.6    |
|  510      |  0.9934   |  0.7374   |  4.343    |  0.5194   |  2.307    |  7.03     |  8.751    |  98.98    |
|  511      |  0.994    |  0.8469   |  3.797    |  0.9118   |  6.716    |  6.975    |  8.145    |  102.3    |
|  512      |  0.9934   |  0.8864   |  4.111    |  0.5557   |  2.206    |  2.778    |  25.35    |  48.33    |
|  513      |  0.9941   |  0.9329   |  5.234    |  0.7648   |  3.038    |  1.769    |  10.59    |  98.99    |
|  514      |  0.994    |  0.9327   |  5.368    |  0.8191   |  5.949    |  4.421    |  11.78    |  95.51    |
|  515      |  0.9941   |  0.7841   |  4.313    |  0.7945   |  4.187    |  1.441    |  11.26    |  98.47    |
|  516      |  0.9891   |  0.9528   |  6.708    |  0.4797   |  1.939    |  0.4849   |  29.16    |  43.35    |
|  517      |  0.9933   |  0.7799   |  3.865    |  0.6204   |  5.232    |  4.285    |  12.27    |  95.22    |
|  518      |  0.9934   |  0.8281   |  2.394    |  0.7264   |  2.086    |  0.4914   |  94.11    |  246.9    |
|  519      |  0.994    |  0.4387   |  1.71     |  0.7544   |  3.228    |  4.277    |  26.78    |  46.76    |
|  520      |  0.9941   |  0.4597   |  5.624    |  0.8412   |  1.354    |  2.268    |  10.87    |  98.87    |
|  521      |  0.9938   |  0.5832   |  5.233    |  0.791    |  7.421    |  9.537    |  9.17     |  101.6    |
|  522      |  0.9941   |  0.8172   |  2.962    |  0.8678   |  1.882    |  2.182    |  9.263    |  17.92    |
|  523      |  0.9892   |  0.6805   |  2.157    |  0.4742   |  1.54     |  7.161    |  12.11    |  14.94    |
|  524      |  0.994    |  0.9133   |  2.001    |  0.785    |  3.594    |  7.689    |  9.238    |  99.37    |
|  525      |  0.9939   |  0.5337   |  4.865    |  0.8562   |  6.557    |  8.702    |  8.584    |  101.9    |
|  526      |  0.9942   |  0.9482   |  4.908    |  0.7895   |  0.2149   |  4.12     |  6.947    |  105.5    |
|  527      |  0.994    |  0.9257   |  4.772    |  0.7607   |  4.854    |  2.479    |  30.69    |  171.2    |
|  528      |  0.994    |  0.4316   |  6.115    |  0.8879   |  3.23     |  0.7329   |  24.88    |  44.62    |
|  529      |  0.994    |  0.515    |  2.206    |  0.8437   |  2.466    |  4.504    |  27.03    |  48.21    |
|  530      |  0.9933   |  0.6775   |  2.161    |  0.7171   |  2.258    |  8.615    |  12.61    |  95.85    |
|  531      |  0.9934   |  0.4411   |  5.708    |  0.5784   |  0.4606   |  3.258    |  6.402    |  106.5    |
|  532      |  0.9933   |  0.552    |  2.713    |  0.73     |  3.514    |  3.702    |  25.49    |  47.31    |
|  533      |  0.994    |  0.4836   |  4.151    |  0.9499   |  2.62     |  5.428    |  8.567    |  98.37    |
|  534      |  0.9941   |  0.7842   |  4.95     |  0.9283   |  0.979    |  3.963    |  59.49    |  172.6    |
|  535      |  0.9941   |  1.0      |  2.625    |  1.0      |  2.703    |  6.944    |  7.97     |  13.12    |
|  536      |  0.994    |  0.8815   |  1.633    |  0.8926   |  3.198    |  7.208    |  9.898    |  100.2    |
|  537      |  0.9934   |  0.5887   |  3.565    |  0.6408   |  2.7      |  1.479    |  29.93    |  49.47    |
|  538      |  0.9933   |  0.5002   |  4.168    |  0.6811   |  2.827    |  0.6415   |  29.25    |  42.56    |
|  539      |  0.994    |  0.9142   |  3.245    |  0.9875   |  1.278    |  5.623    |  9.635    |  15.31    |
|  540      |  0.9889   |  0.4771   |  2.818    |  0.4588   |  1.759    |  0.8973   |  30.89    |  48.47    |
|  541      |  0.994    |  0.99     |  2.767    |  0.7887   |  7.599    |  7.821    |  7.812    |  101.6    |
|  542      |  0.9941   |  0.6507   |  4.088    |  0.9886   |  1.949    |  4.822    |  6.536    |  105.3    |
|  543      |  0.9941   |  0.9907   |  4.608    |  0.9799   |  4.169    |  2.547    |  11.73    |  99.11    |
|  544      |  0.9934   |  0.9839   |  2.868    |  0.6429   |  2.584    |  7.747    |  11.85    |  97.51    |
|  545      |  0.9933   |  0.4393   |  1.902    |  0.7155   |  1.802    |  6.673    |  11.05    |  99.3     |
|  546      |  0.994    |  0.6127   |  2.442    |  0.8614   |  4.304    |  7.947    |  6.343    |  240.4    |
|  547      |  0.9941   |  0.9101   |  3.483    |  0.7803   |  0.5238   |  1.612    |  69.43    |  110.2    |
|  548      |  0.9894   |  0.9333   |  2.583    |  0.4239   |  1.59     |  4.022    |  8.755    |  15.21    |
|  549      |  0.9941   |  0.9206   |  5.57     |  0.9781   |  3.352    |  0.7477   |  24.83    |  46.62    |
|  550      |  0.994    |  0.6894   |  4.427    |  0.7945   |  1.601    |  3.001    |  91.03    |  58.32    |
=============================================================================================================

BEST HYPERPARAMETERS:
|  111      |  0.9942   |  0.9834   |  4.268    |  0.923    |  0.05423  |  2.109    |  29.59    |  172.8    |
